TEMP;TOTAL HMX
K;kJ/mol
432,4;-152,1710463
432,3;-152,1970045
432,2;-152,2229626
432,1;-152,2488789
432;-152,2747952
431,9;-152,3006697
431,8;-152,3265022
431,7;-152,3523766
431,6;-152,3781673
431,5;-152,403958
431,4;-152,4297068
431,3;-152,4554556
431,2;-152,4812045
431,1;-152,5069114
431;-152,5325765
430,9;-152,5582416
430,8;-152,5838648
430,7;-152,609488
430,6;-152,6351112
430,5;-152,6606926
430,4;-152,6862321
430,3;-152,7117715
430,2;-152,7372692
430,1;-152,7627668
430;-152,7882644
429,9;-152,8136783
429,8;-152,839134
429,7;-152,8645479
429,6;-152,8899199
429,5;-152,9152919
429,4;-152,9406639
429,3;-152,965994
429,2;-152,9913242
429,1;-153,0166125
429;-153,0418589
428,9;-153,0671053
428,8;-153,0923517
428,7;-153,1175562
428,6;-153,1427607
428,5;-153,1679653
428,4;-153,1931279
428,3;-153,2182487
428,2;-153,2433695
428,1;-153,2684903
428;-153,2935693
427,9;-153,3186063
427,8;-153,3436434
427,7;-153,3686805
427,6;-153,3937175
427,5;-153,4186709
427,4;-153,4436661
427,3;-153,4686194
427,2;-153,4935727
427,1;-153,5184842
427;-153,5433538
426,9;-153,5682652
426,8;-153,5931348
426,7;-153,6179625
426,6;-153,6427903
426,5;-153,667618
426,4;-153,6924038
426,3;-153,7171897
426,2;-153,7419337
426,1;-153,7666777
426;-153,7914217
425,9;-153,8161238
425,8;-153,840784
425,7;-153,8654862
425,6;-153,8901464
425,5;-153,9147648
425,4;-153,9393832
425,3;-153,9640016
425,2;-153,9885781
425,1;-154,0131546
425;-154,0377311
424,9;-154,0622658
424,8;-154,0868004
424,7;-154,1112932
424,6;-154,135786
424,5;-154,1602369
424,4;-154,1847297
424,3;-154,2091387
424,2;-154,2335896
424,1;-154,2579987
424;-154,2823658
423,9;-154,3067749
423,8;-154,3311002
423,7;-154,3554674
423,6;-154,3797927
423,5;-154,404118
423,4;-154,4284014
423,3;-154,4526849
423,2;-154,4769683
423,1;-154,5012099
423;-154,5254514
422,9;-154,549693
422,8;-154,5738927
422,7;-154,5980505
422,6;-154,6222503
422,5;-154,6464081
422,4;-154,6705659
422,3;-154,6946819
422,2;-154,7187979
422,1;-154,7429138
422;-154,7669879
421,9;-154,791062
421,8;-154,8151361
421,7;-154,8391684
421,6;-154,8632006
421,5;-154,887191
421,4;-154,9111813
421,3;-154,9351717
421,2;-154,959162
421,1;-154,9831105
421;-155,007059
420,9;-155,0309657
420,8;-155,0548723
420,7;-155,0787789
420,6;-155,1026437
420,5;-155,1265084
420,4;-155,1503732
420,3;-155,174238
420,2;-155,1980609
420,1;-155,2218419
420;-155,2456648
419,9;-155,2694458
419,8;-155,2932268
419,7;-155,316966
419,6;-155,3407051
419,5;-155,3644443
419,4;-155,3881416
419,3;-155,4118807
419,2;-155,4355362
419,1;-155,4592334
419;-155,4828889
418,9;-155,5065443
418,8;-155,5301578
418,7;-155,5538133
418,6;-155,5773849
418,5;-155,6009985
418,4;-155,6245702
418,3;-155,6481419
418,2;-155,6717135
418,1;-155,6952434
418;-155,7187732
417,9;-155,742303
417,8;-155,7657909
417,7;-155,7892789
417,6;-155,8127668
417,5;-155,8362129
417,4;-155,859659
417,3;-155,8831051
417,2;-155,9065512
417,1;-155,9299554
417;-155,9533596
416,9;-155,9767219
416,8;-156,0001261
416,7;-156,0234885
416,6;-156,046809
416,5;-156,0701713
416,4;-156,0934918
416,3;-156,1168122
416,2;-156,1400909
416,1;-156,1633695
416;-156,1866481
415,9;-156,2099267
415,8;-156,2331634
415,7;-156,2564002
415,6;-156,2796369
415,5;-156,3028318
415,4;-156,3260685
415,3;-156,3492215
415,2;-156,3724164
415,1;-156,3955694
415;-156,4187224
414,9;-156,4418754
414,8;-156,4649865
414,7;-156,4881395
414,6;-156,5112088
414,5;-156,5343199
414,4;-156,5573892
414,3;-156,5804585
414,2;-156,6035277
414,1;-156,6265551
414;-156,6496244
413,9;-156,6726099
413,8;-156,6956373
413,7;-156,7186229
413,6;-156,7416084
413,5;-156,7645939
413,4;-156,7875795
413,3;-156,8105231
413,2;-156,8334668
413,1;-156,8564105
413;-156,8793123
412,9;-156,9022141
412,8;-156,9251159
412,7;-156,9479758
412,6;-156,9708776
412,5;-156,9937375
412,4;-157,0165974
412,3;-157,0394155
412,2;-157,0622336
412,1;-157,0850516
412;-157,1078697
411,9;-157,1306459
411,8;-157,1534639
411,7;-157,1762401
411,6;-157,1989744
411,5;-157,2217506
411,4;-157,244485
411,3;-157,2672193
411,2;-157,2899117
411,1;-157,3126461
411;-157,3353385
410,9;-157,3579891
410,8;-157,3806816
410,7;-157,4033322
410,6;-157,4259827
410,5;-157,4486333
410,4;-157,4712839
410,3;-157,4938926
410,2;-157,5165014
410,1;-157,5391101
410;-157,5616769
409,9;-157,5842856
409,8;-157,6068525
409,7;-157,6293775
409,6;-157,6519443
409,5;-157,6744693
409,4;-157,6969943
409,3;-157,7195193
409,2;-157,7420024
409,1;-157,7645274
409;-157,7870105
408,9;-157,8094518
408,8;-157,8319349
408,7;-157,8543761
408,6;-157,8768174
408,5;-157,8992586
408,4;-157,921658
408,3;-157,9440992
408,2;-157,9664986
408,1;-157,988898
408;-158,0112555
407,9;-158,033613
407,8;-158,0559705
407,7;-158,078328
407,6;-158,1006856
407,5;-158,1230012
407,4;-158,1453168
407,3;-158,1676325
407,2;-158,1899481
407,1;-158,2122219
407;-158,2344957
406,9;-158,2567695
406,8;-158,2790432
406,7;-158,3012751
406,6;-158,3235489
406,5;-158,3457808
406,4;-158,3679709
