TEMP;TOTAL HMX
K;kJ/mol
486,9;-124,7867366
487;-124,7611972
487,1;-124,7356577
487,2;-124,7101182
487,3;-124,6846625
487,4;-124,6592067
487,5;-124,6337928
487,6;-124,6084208
487,7;-124,5830488
487,8;-124,5577187
487,9;-124,5324304
488;-124,507184
488,1;-124,4819376
488,2;-124,4567331
488,3;-124,4315285
488,4;-124,4064077
488,5;-124,3812451
488,6;-124,3561661
488,7;-124,3310872
488,8;-124,3060501
488,9;-124,2810131
489;-124,2560179
489,1;-124,2310645
489,2;-124,2061112
489,3;-124,1811998
489,4;-124,1562883
489,5;-124,1314187
489,6;-124,106591
489,7;-124,0817633
489,8;-124,0569774
489,9;-124,0321915
490;-124,0074476
